loc,name,productcode,detail,price,stock
https://www.jcrew.com/p/K7320,Grant Stone® split-toe boots,K7320,"Product description provided by our selling partners.These classic, split-toe boots are lined with full-grain, mineral-tanned cow leather sourced from Milwaukee, Wisconsin, and feature standout details like contrast mocassin-style stitching and a rubber, micro-stud sole. Grant Stone designs thoughtfully crafted footwear constructed from premium leather components. Shop more Grant Stone styles.Leather/Chromexcel® upper.Rubber sole.Import.Item K7320.",OUT OF STOCK,No
https://www.jcrew.com/p/K7439,SeaVees® Ocean Park espadrilles in coral,K7439,"Product description provided by our selling partners.These lightweight, espadrille-sneaker hybrids in soft, micro-perforated suede are crafted with leather heel pads for an extra comfortable fit. The traditional gum rubber outsole features a casual, jute layer for easy, summer vibes all day long. SeaVees has been creating casual footwear inspired by California beachside style since 1964.Suede upper.Rubber sole.Import.Item K7439.",$88.00,Yes
https://www.jcrew.com/p/K7448,SNOWE™ bath towel,K7448,"Product description provided by our selling partners.Upgrade your bathroom with this lightweight, absorbent towel that feels soft and dries fast. Thanks to the clean, finished edges and easy-hang loop, it tidies up in a snap. Started by New York-based couple Rachel Cohen and Andres Modak, SNOWE is a collection of thoughtfully crafted—and thoughtfully priced—must-haves for every room in the house. Shop more SNOWE items.Cotton.Built-in corner loop.Machine wash.Made in Portugal.Item K7448.",OUT OF STOCK,No
https://www.jcrew.com/p/K7455,SNOWE™ Pillow Talk candle,K7455,"Product description provided by our selling partners.Hand-poured in the USA, this 100 percent soy candle leaves behind a soothing scent infused with notes of sandalwood, lavender and ginger. Started by New York-based couple Rachel Cohen and Andres Modak, SNOWE is a collection of thoughtfully crafted—and thoughtfully priced—must-haves for every room in the house. Shop more SNOWE items.Natural soy wax.Burn time: 75 hours.Made in the USA.Item K7455.",OUT OF STOCK,No
https://www.jcrew.com/p/K7460,SNOWE™ Tastemaker diffuser,K7460,"Product description provided by our selling partners.This giftable set comes with a diffuser vessel (in matte white so it keeps a low profile), 10 reeds and one bottle of an essential oil blend in an invigorating lemon-mint scent that clears the air and helps absorb odors. Started by New York-based couple Rachel Cohen and Andres Modak, SNOWE is a collection of thoughtfully crafted—and thoughtfully priced—must-haves for every room in the house. Shop more SNOWE items.Scented oil.Comes with diffuser vessel, 4 fl oz bottle of essential oil and a set of 10 color-coordinated reeds.Made in the USA.Item K7460.",OUT OF STOCK,No
https://www.jcrew.com/p/K7583,Swedish Stockings™ Edith lace tights,K7583,"Product description provided by our selling partners.These modern, lace tights by Swedish Stockings are knit from Q-Nova®—the brand's lightweight, regenerated yarn. The extra reinforcement in the toes makes for an extra comfortable fit that actually stays put. The only sustainable hosiery brand in the world, Swedish Stockings uses recycled yarns, eco-friendly dyes and solar-powered energy to craft premium tights and socks that last. Shop more Swedish Stockings styles.Recycled polyamide/elastane.Hand wash.Made in Italy.Item K7583.",OUT OF STOCK,No
https://www.jcrew.com/p/K7729,Odette New York® Square cuff bracelet,K7729,"Product description provided by our selling partners.This simple, versatile cuff works alone or layered with other pieces. Launched in 2006, Odette New York is a Brooklyn-based jewelry studio known for its signature sculptural pieces as well as one-of-a-kind, limited-edition collections. Former fine artist Jennifer Sarkilahti carefully carves each design by hand into wax before casting it into various metals. Shop more Odette New York styles.Brass.Slightly adjustable.Made in the USA.Item K7729.",OUT OF STOCK,No
https://www.jcrew.com/p/K7895,SNOWE™ striped throw blanket,K7895,"Product description provided by our selling partners.Woven inside a heritage Italian mill, this reversible, blanket-weight throw is made from a cozy, lambswool-cashmere blend in a classic, fringed design. Started by New York-based couple Rachel Cohen and Andres Modak, SNOWE is a collection of thoughtfully crafted—and thoughtfully priced—must-haves for every room in the house. Shop more SNOWE items.Lambswool/cashmere.Dry clean.Made in Italy.Item K7895.",OUT OF STOCK,No
https://www.jcrew.com/p/K8078,W&P Old Fashioned Carry On Cocktail Kit,K8078,"Product description provided by our selling partners.This travel-friendly, all-in-one kit includes everything you need to fix yourself two classic old-fashioneds—just add the hard stuff and give it a good stir. Based in Brooklyn, W&P is a team of creative food lovers that dreams up fun, inventive ways to spice up your next meal or drink. Shop more W&P items.Mixed metals.Comes with carry on tin, recipe card, spoon, muddler, aromatic bitters, cane sugar and linen coaster.Hand wash.Import.Item K8078.",OUT OF STOCK,No
https://www.jcrew.com/p/K8088,W&P Collins ice tray,K8088,"Product description provided by our selling partners.Be the host with the most at your next in-home soiree with this highball-sized ice tray made from sturdy-yet-flexible silicone molded around an internal stainless steel frame (so popping them out is easy). The handy lid helps keep freezer smells away from the ice—and out of your drinks. Based in Brooklyn, W&P is a team of creative food lovers that dreams up fun, inventive ways to spice up your next meal or drink. Shop more W&P items.Silicone.Makes four 4 1/2"" ice cubes.Import.Item K8088.",OUT OF STOCK,No
https://www.jcrew.com/p/K8093,W&P Old Fashioned cocktail syrup,K8093,"Product description provided by our selling partners.Crafted and bottled in small batches, this easy-mix syrup is made from brown cane sugar and aromatic bitters. Just add whiskey and stir. Based in Brooklyn, W&P is a team of creative food lovers that dreams up fun, inventive ways to spice up your next meal or drink. Shop more W&P items.Glass bottle.Makes 16 cocktails.Made in the USA.Item K8093.",OUT OF STOCK,No
https://www.jcrew.com/p/K8607,GREATS® Royale high sneakers in black,K8607,"Product description provided by our selling partners.An update to the classic high-top, these minimalist sneakers are handcrafted from full-grain Italian leather and feature a padded collar, genuine calfskin lining and a plush, comfortable footbed on a Margom sole. For a hint of subtle contrast, the lining is dyed a neutral tan. Born in Brooklyn, GREATS specializes in luxe, handcrafted sneakers made from high-quality materials. Shop more GREATS styles.Leather upper.Rubber sole.Made in Italy.Item K8607.",OUT OF STOCK,No
https://www.jcrew.com/p/K8613,GREATS® Royale perforated sneakers,K8613,"Product description provided by our selling partners.These perforated, minimalist sneakers are handcrafted from full-grain Italian leather and come with waxed cotton laces, and both materials will develop their own unqiue patina over time. For a hint of subtle contrast—and a comfortable, supple fit—the insides are lined with the same, soft leather in a neutral tan. Born in Brooklyn, GREATS specializes in luxe, handcrafted sneakers made from high-quality materials. Shop more GREATS styles.Leather upper.Rubber sole.Made in Italy.Item K8613.",OUT OF STOCK,No
https://www.jcrew.com/p/K8778,Onia Nina solid one-piece,K8778,"Product description provided by our selling partners.This simple, halter top by Onia features hidden seams for a comfortable look and fit. Made from a woven blend of nylon and spandex that lies smoothly against the body, this lightweight suit feels soft and dries fast. A travel-inspired brand that sources innovative, high-performance fabrics, Onia specializes in modern, luxury pieces that are crafted for fit, function and form. Shop more Onia styles.Nylon/spandex.Lined.Tie string halter top.Deep-V front and scoop back.Model is 5'9"" and wearing a size small.Hand wash.Import.Item K8778.",OUT OF STOCK,No
https://www.jcrew.com/p/K8812,Onia Erin bikini top,K8812,"Product description provided by our selling partners.Extra breathable and lightweight, this quick-dry, pullover top by Onia features adjustable lace-up coverage and a streamlined, hardware-free fit with binding along the seams for support. A travel-inspired brand that sources innovative, high-performance fabrics, Onia specializes in modern, luxury pieces that are crafted for fit, function and form. Shop more Onia styles.Nylon/spandex.Lined.Wide straps.Adjustable lace-up coverage.Binding along seams.Model is 5'9"" and wearing a size small.Hand wash.Import.Item K8812.",OUT OF STOCK,No
